"""@title"",""Français"""
"""#03069"",""Impossible de démarrer l'application.<br>Autoriser l'accès au stockage de votre appareil pour cette application.<br>*Cette autorisation est requise pour enregistrer les données de jeu."""
"""#03070"", ""Une erreur s'est produite. Veuillez contacter le service client."""
"""#03071"",""Une erreur s'est produite.<br>Envoyer un rapport d'erreur ?<br>(*Les informations personnelles ne seront pas partagées.)"""
"""#03072"",""Une erreur s'est produite.<0>"""
"""#03073"", ""Autorisez la connexion Internet et vérifiez votre signal. Désactivez toutes les applications de verrouillage à distance. Veuillez noter que certaines fonctionnalités peuvent ne pas être disponibles dans les modes sans danger pour les enfants."""
"""#03074"",""Les invités commencent à partir."""
"""#03075"",""Ouvrez le menu <co=ff0000>Build</co> et construisez un <pic=pic_icon_buildCategory1> <co=ff0000>pool</co>!"""
"""#03076"",""Ouvrez le menu <co=ff0000>Construire</co> et construisez un <pic=pic_icon_buildCategory3> <co=ff0000>magasin de cônes de neige</co> !"""
"""#03077"",""Construisez une <pic=pic_icon_buildCategory4> <co=ff0000>mini diapositive</co> !"""
"""#03078"",""Ouvrez le menu Social et vérifiez vos <co=ff0000>messages</co>!"""
"""#03079"",""Ouvrez le menu <co=ff0000>Construire</co> et construisez un <pic=pic_icon_buildCategory3> <co=ff0000>restaurant</co> !"""
"""#03080"",""Construisez des <pic=pic_icon_buildCategory0> <co=ff0000>Tubes flottants</co> !"""
"""#03081"",""Mettez du cola sur le menu du restaurant <pic=pic_icon_buildCategory3> !"""
"""#03082"",""Construisez une piscine orange <pic=pic_icon_poolColor0> !"""
"""#03083"",""Construisez une entrée de parc <pic=pic_icon_buildCategory0> !"""
"""#03085"",""Développez des recettes de cuisine !"""
"""#03086"",""Mettez de la nourriture sur le menu du restaurant <pic=pic_icon_buildCategory3> !"""
"""#03087"",""Construisez un <pic=pic_icon_buildCategory5> toboggan aquatique !"""
"""#03088"",""화면이 ,<br>게다가 <co=60,100,200>가로 </co>도<br>가능하게 !"""
"""#03089"",""무사히 !"""
"""#03090"",""Vous pouvez également faire pivoter l'affichage si votre appareil le prend en charge ! Activez ou désactivez cette option via \""""Système\"""" > \""""Options.\"""""""
"""#03091"",""화면도 !"""
"""#03092"",""네트워크 확인 .\n네트워크 OFF인 경우는 일부 기능을 사용할 경우도 있습니다."""
"""#03093"",""메시지"""
"""#03094"",""=#03093"""
"""#03095"",""통신중"""
"""#03096"",""=#02834"""
"""#03097"",""=#01872"""
"""#03098"",""품절"""
"""#03099"",""후후후후.\n어떤걸로 하시겠습니까."""
"""#03100"",""통신에 ."""
"""#03101"",""=#02868"""
"""#03102"",""이용약관을 (필독)"""
"""#03103"",""약관에 이동"""
"""#03104"",""구매 재개하면 """
"""#03105"",""구매하러 """
"""#03106"",""약관에 이동"""
"""#03107"",""보고"""
"""#03108"",""Votre récompense est ici !"""
"""#03109"",""어디에 """
"""#03110"",""=#02637"""
"""#03111"",""티켓샵"""
"""#03112"",""이런…<br>본부와 <co=60,100,200>통신에 실패</co>했습니다."""
"""#03113"",""네트워크 <br>다시 …"""
"""#03114"",""원래대로 ."""
"""#03115"",""그런고로…<br>또 ."""
"""#03116"",""이곳은 <br>'티켓'을 ."""
"""#03117"",""상당히 ."""
"""#03118"",""후후후."""
"""#03119"",""=#01872"""
"""#03120"",""후후후<br>어서오세요."""
"""#03121"",""티켓이 <0>장을 ."""
"""#03122"",""이야, 높으시네요."""
"""#03123"",""이건 <co=60,100,200>현금으로 </co>하는 상품입니다."""
"""#03124"",""어린이들은 <co=60,100,200>보호자</co>에게 구매하길. 후후후."""
"""#03125"",""가게는 ."""
"""#03126"",""=#02871"""
"""#03127"",""=MID(#02511,1,-1)&''"""
"""#03128"",""플레이 <0>시간 <1>분"""
"""#03129"",""신청해보기"""
"""#03130"",""전국에 <0>명까지 .<br>친구의 . ID를 확인하고 친구 신청 봅시다."""
"""#03131"",""닉네임"""
"""#03132"",""닉네임 """
"""#03133"",""닉네임을 """
"""#03134"",""빈칸 주십시오"""
"""#03135"",""사용할 있습니다"""
"""#03136"",""친구 ID"""
"""#03137"",""친구 ID """
"""#03138"",""친구 ID를 입력하여 주십시오"""
"""#03139"",""축하합니다!<br>새로운 <co=60,100,200>친구</co>가 !"""
"""#03140"",""같이 !"""
"""#03141"",""그리고 <co=255,0,0>앱은 </co>주세요. ."""
"""#03142"",""게임 """
"""#03143"",""당신의 ."""
"""#03144"",""여기를 """
"""#03145"",""※나중에 """
"""#03146"",""=#02834"""
"""#03147"",""새로운 ."""
"""#03148"",""<0> <1>시간 <2>분"""
"""#03149"",""지난번 """
"""#03150"",""누계"""
"""#03151"",""<0>시간<1>분"""
"""#03152"",""에게서 ."""
"""#03153"",""기타 <0>건"""
"""#03154"",""친구 """
"""#03155"",""친구 """
"""#03156"",""ID """
"""#03157"",""당신의 ID는 이곳(터치해주세요)"""
"""#03158"",""검색은 """
"""#03159"",""이곳에 """
"""#03160"",""검색"""
"""#03161"",""=#03093"""
"""#03162"",""승인까지 """
"""#03163"",""신청한다"""
"""#03164"",""그만둔다"""
"""#03165"",""에게 ."""
"""#03166"",""완료될 주십시오"""
"""#03167"",""=#03093"""
"""#03168"",""닫기"""
"""#03169"",""반영까지 """
"""#03170"",""승인"""
"""#03171"",""거부"""
"""#03172"",""친구 """
"""#03173"",""친구 """
"""#03174"",""<co=0070FF><0>님</co><br>을 ."""
"""#03175"",""게임을 있을지도"""
"""#03176"",""※상대에게 """
"""#03177"",""삭제하기"""
"""#03178"",""뒤로"""
"""#03179"",""<0>님\n을 ?"""
"""#03180"",""친구에 """
"""#03181"",""친구 (<0>분 )"""
"""#03182"",""친구에게서 <co=254,233,1><0></co>시간 <co=254,233,1><1></co>분 획득"""
"""#03183"",""(최대)"""
"""#03184"",""수령"""
"""#03185"",""다음회에"""
"""#03186"",""친구 OBTENIR"""
"""#03187"",""<co=0070FF>티켓 <0>장</co><br>을 ."""
"""#03188"",""=#03186"""
"""#03189"",""친구가 <co=254,233,1><0>명</co> !"""
"""#03190"",""<co=0,128,255><0></co>님이<br>친구가 !"""
"""#03191"",""연결할 . |설정을 확인하고 시간을| 두고 도전하여 주십시오.&친구는 <friend_max>명까지 등록할 수 있습니다."""
"""#03192"",""서포트 \n상점 코드를 입력하여 주십시오"""
"""#03193"",""상점 """
"""#03194"",""세이브 """
"""#03195"",""서포트 \n문의 코드를 입력하여 주십시오"""
"""#03196"",""문의 """
"""#03197"",""추천 """
"""#03198"",""타이틀 """
"""#03199"",""친구에게 소개"""
"""#03200"",""OP는 ."""
"""#03201"",""<0>는 ."""
"""#03202"",""앱의 ."""
"""#03203"",""인증에 . , ."""
"""#03204"",""구입시의 , ."""
"""#03205"",""가로화면 """
"""#03206"", ""정식판에서 !"""
"""#03207"",""시스템 <0>은(는) 수 없습니다"""
"""#03208"",""<0>을(를) 주십시오"""
"""#03209"",""로딩중"""
"""#03210"",""로딩 """
"""#03211"",""=#02601"""
"""#03212"",""세이브 """
"""#03213"",""중단된 """
"""#03214"",""세이브 """
"""#03215"",""중단 """
"""#03216"",""빈 """
"""#03217"",""<0>년"""
"""#03218"",""<0>월 <1>주"""
"""#03219"",""시스템 특성상/ | < > \\은(는) 수 없습니다"""
"""#03220"",""데이터를 """
"""#03221"",""세이브 """
"""#03222"",""이 """
"""#03223"",""최고 """
"""#03224"",""기록이 """
"""#03225"",""=#03224"""
"""#03226"",""정식판"""
"""#03227"",""최고 <br>정식판에서 !!"""
"""#03228"",""고생하셨습니다.<br>여기에서 Lite판은 종료됩니다"""
"""#03229"",""이후에 ."""
"""#03230"",""그러면 ."""
"""#03231"",""<0> <br>발행되었습니다"""
"""#03232"",""네"""
"""#03233"",""아니오"""
"""#03234"",""=#01546"""
"""#03235"",""세이브"""
"""#03236"",""설정 """
"""#03237"",""=#03155"""
"""#03238"",""최고 """
"""#03239"",""게임 """
"""#03240"",""이어하기"""
"""#03241"",""처음부터"""
"""#03242"",""건축"""
"""#03243"",""정보"""
"""#03244"",""=#02693"""
"""#03245"",""타이틀로"""
"""#03246"",""소계 <0>P"""
"""#03247"",""합계 <0>P !!"""
"""#03248"",""=MID(#02511,1,-1)&''"""
"""#03249"",""=MID(#02511,1,-1)&''"""
"""#03250"",""=MID(#02511,1,-1)&''"""
"""#03251"",""게임 """
"""#03252"",""대화창"""
"""#03253"",""이벤트"""
"""#03254"",""=#03236"""
"""#03255"",""화면"""
"""#03256"",""속도"""
"""#03257"", ""BGM"""
"""#03258"",""효과음"""
"""#03259"",""화면회전"""
"""#03260"",""품질우선"""
"""#03261"",""속도우선"""
"""#03262"",""고속"""
"""#03263"",""보통"""
"""#03264"",""자동"""
"""#03265"",""고정"""
"""#03266"",""속도우선은 """
"""#03267"",""표시가 """
"""#03268"",""게임의 """
"""#03269"",""게임을 가능"""
"""#03270"",""본체의 """
"""#03271"",""화면을 """
"""#03272"",""게임 """
"""#03273"",""설정합니다"""
"""#03274"",""pour 파크"""
"""#03275"",""=#03274"""
"""#03276"",""클리어 """
"""#03277"",""클리어 """
"""#03278"",""다음"""
"""#03279"",""유지/월"""
"""#03280"",""기본"""
"""#03281"",""보너스"""
"""#03282"",""합계"""
"""#03283"",""보너스"""
"""#03284"",""남성"""
"""#03285"",""여성"""
"""#03286"",""<0>월"""
"""#03287"",""=#03279"""
"""#03288"",""<0>/월"""
"""#03289"",""=#03224"""
"""#03290"",""=#02701"""
"""#03291"",""=#01554"""
"""#03292"",""=#02641"""
"""#03293"",""=#02836"""
"""#03294"",""=#02687"""
"""#03295"",""<0>개 """
"""#03296"",""<0> <1>월호"""
"""#03297"",""아이템 """
"""#03298"",""=#02641"""
"""#03299"",""=#03297"""
"""#03300"",""사용 """
"""#03301"",""=MID(#02511,1,-1)&''"""
"""#03302"",""=MID(#02511,1,-1)&''"""
"""#03303"",""개요"""
"""#03304"",""=#02654"""
"""#03305"",""=#02477"""
"""#03306"",""이름"""
"""#03307"",""=#03043"""
"""#03308"",""=#02594"""
"""#03309"",""전체"""
"""#03310"",""전체 """
"""#03311"",""일람"""
"""#03312"",""현재 <br>덮어씁니다"""
"""#03313"",""현재 <br>삭제됩니다"""
"""#03314"",""게임 """
"""#03315"", ""화면을 . ."""
"""#03316"",""이미 """
"""#03317"",""돈이 """
"""#03318"",""임시 <co=000080><0></co>을(를) 얻었습니다."""
"""#03319"",""사람 .<br>이후에 ."""
"""#03320"",""<0>을(를) 건축 중입니다"""
"""#03321"",""<0>을(를) 철거"""
"""#03322"",""어디까지 ?"""
"""#03323"",""어디에서부터 <0>을(를) ?"""
"""#03324"",""어디까지 ?"""
"""#03325"",""봄"""
"""#03326"",""여름"""
"""#03327"",""가을"""
"""#03328"",""겨울"""
"""#03329"",""<co=008000><0></co>이(가) 완료"""
"""#03330"",""유지비로 <0> """
"""#03331"",""카이로뉴스"""
"""#03332"",""카이로파크로 """
"""#03333"",""앱 이동합니다"""
"""#03334"",""게임을 """
"""#03335"",""카이로파크에 """
"""#03336"",""앱 접속합니다"""
"""#03337"",""=#02834"""
"""#03338"",""게임을 """
"""#03339"",""최신 """
"""#03340"",""카이로파크에서 OBTENIR"""
"""#03341"",""통화 """
"""#03342"",""엔"""
"""#03343"",""달러"""
"""#03344"",""금액 """
"""#03345"",""\¥100 = $1의 환율입니다"""
"""#03346"",""카이로파크는 """
"""#03347"",""=#03209"""
"""#03348"",""입력을 """
"""#03349"",""전각 <0>문자 하여 주십시오"""
"""#03350"",""<0>년 <1>월 <2>주"""
"""#03351"",""로드에 """
"""#03352"",""불러오기에 ."""
"""#03353"",""네트워크를 ."""
"""#03354"",""네트워크를 ."""
"""#03355"",""인증에 ."""
"""#03356"",""서버 ."""
"""#03357"",""데이터 . <br>애플리케이션을 ."""
"""#03358"",""실행 . ."""
"""#03359"",""게임 ."""
"""#03360"",""중단 데이터<0>"""
"""#03361"",""세이브 데이터<0>"""
"""#03362"",""모든 """
"""#03363"",""에러 """
"""#03364"",""모든 """
"""#03365"",""중단 <0>를 송신합니다"""
"""#03366"",""세이브 <0>를 """
"""#03367"",""송신을 .<br>감사합니다.<br>앞으로도 ."""
"""#03368"",""에러가 .<br>재실행하시겠습니까 ?"""
"""#03369"",""세이브 """
"""#03370"",""보낼 ."""
"""#03371"",""데이터 """
"""#03372"",""전원키를 ."""
"""#03373"",""=#02588"""
"""#03374"",""Lite판"""
"""#03375"",""에러가 ."""
"""#03376"",""=#02834"""
"""#03377"",""앱 '앱 권한'을 주십시오."""
"""#03378"",""잠시 ."""
"""#03379"",""권한 : SD .<br>※게임 ."""
"""#03380"",""실행할 ."""
"""#03381"",""내용을 ."""
"""#03382"",""Comment utiliser TapJoy\n- Terminez \""""Limitez le suivi des publicités\"""" et redémarrez le jeu.\n* Paramétrage de l'application > Confidentialité > Publicité > Limiter le suivi des publicités"""
"""#03383"",""Chargement de l'annonce"""
"""#03384"",""Après cela, la vidéo des annonces sera lue."""
"""#03385"", ""Après cela, un offerwall s'affiche."""
"""#03386"",""Nous avons\nune vente de devises."""
"""#03387"",""결정"""
"""#03388"",""종료"""
"""#03389"",""=#03178"""
"""#03390"",""확인"""
"""#03391"",""메뉴"""
"""#03392"",""CARTE"""
"""#03393"",""=#03263"""
"""#03394"",""출발"""
"""#03395"",""=#03155"""
"""#03396"",""자신"""
"""#03397"",""상위"""
"""#03398"",""사이트"""
"""#03399"",""인기"""
"""#03400"",""=#02601"""
"""#03401"",""편집"""
"""#03402"",""상성"""
"""#03403"",""회전"""
"""#03404"",""=#03306"""
"""#03405"",""보고서"""
"""#03406"",""수출"""
"""#03407"",""힌트"""
"""#03408"",""순서"""
"""#03409"",""포착"""
"""#03410"",""초기화"""
"""#03411"",""후퇴"""
"""#03412"",""=#03263"""
"""#03413"",""=#03164"""
"""#03414"",""판매"""
"""#03415"",""=#01548"""
"""#03416"",""=#02883"""
"""#03417"",""사전"""
"""#03418"",""=#03403"""
"""#03419"",""=#03164"""
"""#03420"",""=#02647"""
"""#03421"",""=#03243"""
"""#03422"",""=#03264"""
"""#03423"",""전환"""
"""#03424"",""=#03411"""
"""#03425"",""=#01547"""
"""#03426"",""=#03392"""
"""#03427"",""능력치"""
"""#03428"",""부대"""
"""#03429"",""기권"""
"""#03430"",""작전"""
"""#03431"",""정렬"""
"""#03432"",""진단"""
"""#03433"",""=#03235"""
"""#03434"",""=#03391"""
"""#03435"",""보충"""
"""#03436"",""설정"""
"""#03437"",""아래로"""
"""#03438"",""위로"""
"""#03439"",""청산"""
"""#03440"",""합성"""
"""#03441"",""동료"""
"""#03442"",""추적"""
"""#03443"",""최대"""
"""#03444"",""포상"""
"""#03445"",""배로"""
"""#03446"",""감옥"""
"""#03447"",""직업"""
"""#03448"",""패스워드"""
"""#03449"", ""OBTENIR !!"""
"""#03450"",""추천"""
"""#03451"",""닫기"""
"""#03452"",""행동"""
"""#03453"",""창고"""
"""#03454"",""효과"""
"""#03455"",""동의"""
"""#03456"",""약관"""
"""#03457"",""셔플"""
"""#03458"",""정지"""
"""#03459"",""이력"""
"""#03460"",""투입"""
"""#03461"",""완성"""
"""#03462"",""해고"""
"""#03463"",""스킬"""
"""#03464"",""펌프킨"""
"""#03465"",""철거"""
"""#03466"",""구입"""
"""#03467"",""매각"""
"""#03468"",""LVUP"""
"""#03469"",""줌"""
"""#03470"",""정보"""
"""#03471"",""Restaurer"""
"""#03472"", ""L'inspection de la piscine est terminée."""
"""#03473"", ""Et le verdict est..."""
"""#03474"",""Vous avez réussi ! Félicitations !"""
"""#03475"",""Cela conclut le <co=0064FF><0></co>."""
"""#03476"", ""Bonne chance avec ton parc. Au revoir!"""
"""#03477"",""Vous pouvez maintenant construire le <1><co=0064FF><0></co>!"""
"""#03478"", ""Nouveau stock est arrivé. J'ai plein de bonnes choses en vente!"""
"""#03479"",""J'ai des <co=0064FF>produits neufs</co> dedans ! Découvrez-les !"""
"""#03480"",""J'ai une nouvelle <co=0064FF>installation</co> en stock !"""
"""#03481"",""Nouvelle campagne débloquée : <1> <co=0064FF><0></co> !"""
"""#03482"",""La campagne <1> <co=0064FF><0></co> est maintenant disponible !"""
"""#03483"",""<1> <co=0064FF><0></co> a été ajouté dans la zone locale !"""
"""#03484"",""<pic=pic_icon_weather2> C'est devenu nuageux."""
"""#03485"",""<pic=pic_icon_weather3> Il a commencé à pleuvoir."""
"""#03486"",""<pic=pic_icon_weather5> Il a commencé à neiger."""
"""#03487"",""Applicable pour le <co=0064FF><0></co>."""
"""#03488"",""Payé <0> pour la maintenance."""
"""#03489"",""Vous avez <pic=pic_icon_money><co=0064FF><0></co>."""
"""#03490"",""<co=0064FF><0></co> a été ajouté au menu."""
"""#03491"",""Nouvelle recette : <pic=pic_icon_recipe><co=0064FF><0></co> !"""
"""#03492"",""Vous avez reçu un prix de participation : <co=0064FF><0></co> !"""
"""#03493"",""Vous pouvez désormais <co=0064FF>déplacer</co> des installations !"""
"""#03494"",""Vous pouvez maintenant <co=0064FF>agrandir</co> votre parc !"""
"""#03495"",""Vous êtes arrivé #<co=0064FF><0></co> dans le classement annuel !"""
"""#03496"",""Obtenir_plusieurs_articles_1"""
"""#03497"",""Avec_client_régional_1"""
"""#03498"",""J'ai_client_1"""
"""#03499"",""=MID(#03497,1,-1)&'2'"""
"""#03500"",""=MID(#03498,1,-1)&'2'"""
"""#03501"",""J'ai_voeu_1"""
"""#03502"",""=MID(#03501,1,-1)&'2'"""
"""#03503"",""Nouveau depuis <0>!"""
"""#03504"",""La publication de <0> a eu un effet !"""
"""#03505"", ""Unité temp."""
"""#03506"",""℃"""
"""#03507"", ""°F"""
"""#03508"",""Changer d'unité"""
"""#03509"", ""de température."""
"""#03510"",""=#02602"""
"""#03511"",""Oh, bien, un client a posté environ <0> en ligne !"""
"""Je pensais que nous devrions être présents sur les réseaux sociaux, alors j'ai créé un compte pour <0> hier soir."""
", ""Voyons ce que les gens disent en ligne à propos de <0>."""
"« Je l'ai trouvé ! Jetez un œil ! »"
"""#03512"", ""C'est tellement bon pour nous ! Les gens qui voient ce message peuvent aussi venir visiter notre parc !"""
", ""Je vais ajouter la personne qui a posté sur <0> à mes amis."""
"« Voir l'icône des médias sociaux en haut à droite de l'écran ? »"
"""Appuyez dessus pour afficher les messages soumis par nos visiteurs."""
"""#03513"", ""Ouais, c'est le printemps, et les jours se réchauffent !"""
"""#03514"", ""Vous pouvez l'utiliser dans une piscine ou dans vos restaurants."""
",""C'est ton choix!"""
"""#03515"", ""Bonjour, comment ça va ?"""
"""Je suis juste venu vous demander si vous souhaitez demander une <co=0070c0>certification de parc aquatique</co> pour <0>."""
"« Je pense que cela vaut la peine d'essayer ! »"
"""#03516"",""<0>? Bien."""
"« Mets-le au menu. »"
"""#03517"", ""Il y a un tour de campagne en bus vers <0> demain, et je viendrai avec mes amis!"""
"« Voici un petit cadeau, juste pour que cela ne vous dérange pas que notre grand et bruyant groupe inonde votre parc, haha ! »"
"""#03518"", ""L'année est presque terminée."""
"« La Pool Association publie son classement annuel des parcs aquatiques populaires à cette époque. »"
", ""J'ai inscrit <0> dans le classement, puisque bon, on ne sait jamais !"""
"« Peut-être que nous arriverons au sommet. Si ce n'est pas cette fois, la prochaine ! »"
"""#03519"", ""La prochaine fois, nous devons en utiliser plus."""
", ""Les résultats du classement annuel des parcs aquatiques sont en..."""
", ""Voyons comment <0> a fait dans le classement !"""
"""#03520"", ""Salut. Je travaille à proximité et je viens assez souvent nager dans votre parc."""
"« Je vous ai envoyé quelques suggestions d'installations que vous pourriez ajouter ici. Je pense qu'elles rendraient le parc encore plus amusant ! »"
"""#03521"",""Bonjour ! Je suis un habitué de votre parc aquatique."""
"« Cela ferait ma journée si vous le construisiez réellement ! »"
"""#03522"",""Bonjour, je suis un grand fan de votre parc aquatique."""
"« J'ai cette suggestion pour une piscine... Peut-être pourriez-vous l'adopter ? »"
"""#03523"",""Bonjour ! Je suis un habitué de votre parc aquatique."""
"""J'adore les piscines colorées. Si seulement vous en aviez une comme celle-ci..."""
"""#03524"", ""Bonjour, je suis l'un des constructeurs qui travaillent pour vous ici de temps en temps."""
