"@title", "Français"
"#03120","후후후<br>어서오세요."
"#03121","티켓이 최대인 <0>장을 초과해버립니다."
"#03122","이야, 눈이 높으시네요."
"#03123","이건 <co=60,100,200>현금으로 구매</co>하는 멋진 상품입니다."
"#03124","어린이들은 <co=60,100,200>보호자</co>에게 확인받고 구매하길. 후후후."
"#03125","가게는 언제나 열려있으니 아무 때나 와주세요."
"#03126","=#02871"
"#03127","=MID(#02511,1,-1)&''"
"#03128","플레이 <0>시간 <1>분"
"#03129","신청해보기"
"#03130","전국에 있는 유저를 친구로 등록하여 최대 <0>명까지 등록할 수 있습니다.<br>친구의 합계 플레이 시간에 따라 실행시에 보너스를 얻습니다. ID를 확인하고 친구 신청해 봅시다."
"#03131","닉네임"
"#03132","닉네임 "
"#03133","닉네임을 입력하여 주십시오"
"#03134","빈칸 없이 입력하여 주십시오"
"#03135","사용할 수 없는 문자가 있습니다"
"#03136","친구 ID"
"#03137","친구 ID "
"#03138","친구 ID를 입력하여 주십시오"
"#03139","축하합니다!<br>새로운 <co=60,100,200>친구</co>가 등록되어 보너스를 얻었습니다!"
"#03140","같이 플레이하다 보면 앞으로도 보너스를 얻을 수 있습니다!"
"#03141","그리고 <co=255,0,0>앱은 삭제하지 말아</co>주세요. 삭제하면 친구가 전부 지워져 복구할 수 없습니다."
"#03142","게임 전에"
"#03143","당신의 닉네임을 입력하여주세요."
"#03144","여기를 터치"
"#03145","※나중에 변경 가능합니다※"
"#03146","=#02834"
"#03147","새로운 닉네임을 입력하여주세요."
"#03148","<0>  <1>시간 <2>분"
"#03149","지난번 실행시"
"#03150","누계"
"#03151","<0>시간<1>분"
"#03152","에게서 신청이 있습니다."
"#03153","기타 <0>건"
"#03154","친구 탐색"
"#03155","친구 설명"
"#03156","ID를 가르쳐준다"
"#03157","당신의 ID는 이곳(터치해주세요)"
"#03158","검색은 이곳"
"#03159","이곳에 입력"
"#03160","검색"
"#03161","=#03093"
"#03162","승인까지 시간이 걸립니다"
"#03163","신청한다"
"#03164","그만둔다"
"#03165","에게 신청하였습니다."
"#03166","완료될 때까지 기다려 주십시오"
"#03167","=#03093"
"#03168","닫기"
"#03169","반영까지 시간이 걸립니다"
"#03170","승인"
"#03171","거부"
"#03172","친구 승인"
"#03173","친구 증가"
"#03174","<co=0070FF><0>님</co><br>을 승인하였습니다."
"#03175","게임을 진행하면 보너스가 있을지도"
"#03176","※상대에게 알려지지 않습니다※"
"#03177","삭제하기"
"#03178","뒤로"
"#03179","<0>님\n을 삭제하시겠습니까?"
"#03180","친구에 대하여"
"#03181","친구 보너스(<0>분 마다)"
"#03182","친구에게서 <co=254,233,1><0></co>시간 <co=254,233,1><1></co>분 획득"
"#03183","(최대)"
"#03184","수령"
"#03185","다음회에"
"#03186","친구 보너스 GET"
"#03187","<co=0070FF>티켓 <0>장</co><br>을 얻었습니다."
"#03188","=#03186"
"#03189","친구가 <co=254,233,1><0>명</co> 증가하였습니다!"
"#03190","<co=0,128,255><0></co>님이<br>친구가 되었습니다!"
"#03191","연결할 수 없었습니다. |설정을 확인하고 시간을| 두고 도전하여 주십시오.&친구는 <friend_max>명까지 등록할 수 있습니다."
"#03192","서포트 전용\n상점 코드를 입력하여 주십시오"
"#03193","상점 코드"
"#03194","세이브 데이터를 수신"
"#03195","서포트 전용\n문의 코드를 입력하여 주십시오"
"#03196","문의 코드"
"#03197","추천 앱 정보"
"#03198","타이틀 화면으로"
"#03199","친구에게 이 앱을 소개"
"#03200","OP는 등록할 수 없습니다."
"#03201","<0>는 등록할 수 없습니다."
"#03202","앱의 업데이트를 실행합니다."
"#03203","인증에 실패하였습니다. 구입시의 계정을 설정하고, 네트워크 상태를 확인하여 주십시오."
"#03204","구입시의 계정을 설정하고, 네트워크 상태를 확인하여 주십시오."
"#03205","가로화면 모드는"
"#03206","정식판에서 이용 가능합니다!!"
"#03207","시스템 특성상 <0>은(는) 사용할 수 없습니다"
"#03208","<0>을(를) 입력하여 주십시오"
"#03209","로딩중"
"#03210","로딩 실패"
"#03211","=#02601"
"#03212","세이브 슬롯"
"#03213","중단된 데이터에서 재개"
"#03214","세이브 데이터를 로드"
"#03215","중단 데이터 없음"
"#03216","빈 슬롯"
"#03217","<0>년"
"#03218","<0>월 <1>주"
"#03219","시스템 특성상/ | < > \\은(는) 사용할 수 없습니다"
"#03220","데이터를 선택하여 주십시오"
"#03221","세이브 데이터가 없습니다"
"#03222","이 게임에 대하여"
"#03223","최고 클리어 포인트"
"#03224","기록이 없습니다"
"#03225","=#03224"
"#03226","정식판"
"#03227","최고 점수는<br>정식판에서 이용할 수 있습니다!!"
"#03228","고생하셨습니다.<br>여기에서 Lite판은 종료됩니다"
"#03229","이후에 정식판 사이트로 접속할 수 있습니다."
"#03230","그러면 또 뵙겠습니다."
"#03231","<0> 최신호가<br>발행되었습니다"
"#03232","네"
"#03233","아니오"
"#03234","=#01546"
"#03235","세이브"
"#03236","설정 변경"
"#03237","=#03155"
"#03238","최고 점수"
"#03239","게임 종료"
"#03240","이어하기"
"#03241","처음부터"
"#03242","건축"
"#03243","정보"
"#03244","=#02693"
"#03245","타이틀로"
"#03246","소계 <0>P"
"#03247","합계 <0>P!!"
"#03248","=MID(#02511,1,-1)&''"
"#03249","=MID(#02511,1,-1)&''"
"#03250","=MID(#02511,1,-1)&''"
"#03251","게임 세이브중"
"#03252","대화창"
"#03253","이벤트"
"#03254","=#03236"
"#03255","화면"
"#03256","속도"
"#03257","BGM"
"#03258","효과음"
"#03259","화면회전"
"#03260","품질우선"
"#03261","속도우선"
"#03262","고속"
"#03263","보통"
"#03264","자동"
"#03265","고정"
"#03266","속도우선은 일부 연출이나"
"#03267","표시가 삭제됩니다"
"#03268","게임의 동작속도를 변경합니다"
"#03269","게임을 클리어하면 변경 가능"
"#03270","본체의 방향에 맞추어"
"#03271","화면을 회전할지 설정합니다"
"#03272","게임 중의 볼륨을"
"#03273","설정합니다"
"#03274","for 카이로 파크"
"#03275","=#03274"
"#03276","클리어 포인트"
"#03277","클리어 포인트 합계"
"#03278","다음"
"#03279","유지/월"
"#03280","기본"
"#03281","보너스"
"#03282","합계"
"#03283","보너스"
"#03284","남성"
"#03285","여성"
"#03286","<0>월"
"#03287","=#03279"
"#03288","<0>/월"
"#03289","=#03224"
"#03290","=#02701"
"#03291","=#01554"
"#03292","=#02641"
"#03293","=#02836"
"#03294","=#02687"
"#03295","<0>개 완료"
"#03296","<0>　<1>월호"
"#03297","아이템 일람"
"#03298","=#02641"
"#03299","=#03297"
"#03300","사용 횟수"
"#03301","=MID(#02511,1,-1)&''"
"#03302","=MID(#02511,1,-1)&''"
"#03303","개요"
"#03304","=#02654"
"#03305","=#02477"
"#03306","이름"
"#03307","=#03043"
"#03308","=#02594"
"#03309","전체"
"#03310","전체 시설"
"#03311","일람"
"#03312","현재 세이브 데이터에<br>덮어씁니다"
"#03313","현재 세이브 데이터는<br>삭제됩니다"
"#03314","게임 세이브 완료"
"#03315","화면을 스크롤하여 지을 장소를 선택합니다. 건물을 터치하여 움직이면 조정할 수 있습니다."
"#03316","이미 설정되어 있습니다"
"#03317","돈이 부족합니다"
"#03318","임시 수입 <co=000080><0></co>을(를) 얻었습니다."
"#03319","사람 추적을 시작합니다.<br>이후에 한 번 더 사람을 터치하면 상세 정보도 볼 수 있습니다."
"#03320","<0>을(를) 건축 중입니다"
"#03321","<0>을(를) 철거"
"#03322","어디까지 철거하시겠습니까?"
"#03323","어디에서부터 <0>을(를) 까시겠습니까?"
"#03324","어디까지 까시겠습니까?"
"#03325","봄"
"#03326","여름"
"#03327","가을"
"#03328","겨울"
"#03329","<co=008000><0></co>이(가) 완료"
"#03330","유지비로 <0> 소모했습니다"
"#03331","카이로뉴스"
"#03332","카이로파크로 이동합니다"
"#03333","앱 소개 페이지로 이동합니다"
"#03334","게임을 종료하고"
"#03335","카이로파크에 접속합니다"
"#03336","앱 소개 페이지에 접속합니다"
"#03337","=#02834"
"#03338","게임을 종료합니다"
"#03339","최신 게임 정보는"
"#03340","카이로파크에서 GET"
"#03341","통화 단위"
"#03342","엔"
"#03343","달러"
"#03344","금액 표기를 변경합니다"
"#03345","\¥100 = $1의 환율입니다"
"#03346","카이로파크는 여기"
"#03347","=#03209"
"#03348","입력을 입력하여 주십시오"
"#03349","전각 <0>문자 이내로 하여 주십시오"
"#03350","<0>년 <1>월 <2>주"
"#03351","로드에 실패하였습니다"
"#03352","불러오기에 실패하였습니다."
"#03353","네트워크를 허용하고 네트워크 상태를 확인하여 주십시오."
"#03354","네트워크를 허용하고 네트워크 상황을 확인하여 주십시오."
"#03355","인증에 실패하였습니다."
"#03356","서버 에러가 발생하였습니다."
"#03357","데이터 에러가 발생하였습니다. <br>애플리케이션을 다시 인스톨하여 주십시오."
"#03358","실행 실패. 앱을 다시 실행하여 주십시오."
"#03359","게임 실행에 실패하였습니다."
"#03360","중단 데이터<0>"
"#03361","세이브 데이터<0>"
"#03362","모든 데이터를 송신"
"#03363","에러 내용을 표시"
"#03364","모든 데이터를 송신합니다"
"#03365","중단 데이터 <0>를 송신합니다"
"#03366","세이브 데이터 <0>를 송신합니다"
"#03367","송신을 완료하였습니다.<br>감사합니다.<br>앞으로도 카이로파크를 잘 부탁드립니다."
"#03368","에러가 발생하였습니다.<br>재실행하시겠습니까?"
"#03369","세이브 데이터 송신"
"#03370","보낼 내용을 선택하여 주십시오."
"#03371","데이터 송신 중"
"#03372","전원키를 누르지 말아 주십시오."
"#03373","=#02588"
"#03374","Lite판"
"#03375","에러가 발생하였습니다."
"#03376","=#02834"
"#03377","앱 설정 화면에서 '앱 권한'을 모두 허용하고 재실행하여 주십시오."
"#03378","잠시 기다려주십시오."
"#03379","권한 : SD 카드를 허가하여 다시 실행해 주십시오.<br>※게임 저장에 필요합니다."
"#03380","실행할 수 없습니다."
"#03381","내용을 짧게 해 주십시오."
"# 03382", "Comment utiliser TapJoy \ n- Terminer \" "Limiter le suivi des annonces \" "et redémarrer le jeu. \ N * Configuration de l'application> Confidentialité> Publicité> Limiter le suivi des annonces"
"# 03383", "Chargement de l'annonce"
"# 03384", "Après cela, la vidéo des annonces sera lue."
"# 03385", "Après cela, un offerwall s'affiche."
"# 03386", "Nous avons \ na une vente de devises."
"#03387","결정"
"#03388","종료"
"#03389","=#03178"
"#03390","확인"
"#03391","메뉴"
"#03392","MAP"
"#03393","=#03263"
"#03394","출발"
"#03395","=#03155"
"#03396","자신"
"#03397","상위"
"#03398","사이트"
"#03399","인기"
"#03400","=#02601"
"#03401","편집"
"#03402","상성"
"#03403","회전"
"#03404","=#03306"
"#03405","보고서"
"#03406","수출"
"#03407","힌트"
"#03408","순서"
"#03409","포착"
"#03410","초기화"
"#03411","후퇴"
"#03412","=#03263"
"#03413","=#03164"
"#03414","판매"
"#03415","=#01548"
"#03416","=#02883"
"#03417","사전"
"#03418","=#03403"
"#03419","=#03164"
"#03420","=#02647"
"#03421","=#03243"
"#03422","=#03264"
"#03423","전환"
"#03424","=#03411"
"#03425","=#01547"
"#03426","=#03392"
"#03427","능력치"
"#03428","부대"
"#03429","기권"
"#03430","작전"
"#03431","정렬"
"#03432","진단"
"#03433","=#03235"
"#03434","=#03391"
"#03435","보충"
"#03436","설정"
"#03437","아래로"
"#03438","위로"
"#03439","청산"
"#03440","합성"
"#03441","동료"
"#03442","추적"
"#03443","최대"
"#03444","포상"
"#03445","배로"
"#03446","감옥"
"#03447","직업"
"#03448","패스워드"
"#03449","GET!!"
"#03450","추천"
"#03451","닫기"
"#03452","행동"
"#03453","창고"
"#03454","효과"
"#03455","동의"
"#03456","약관"
"#03457","셔플"
"#03458","정지"
"#03459","이력"
"#03460","투입"
"#03461","완성"
"#03462","해고"
"#03463","스킬"
"#03464","펌프킨"
"#03465","철거"
"#03466","구입"
"#03467","매각"
"#03468","LVUP"
"#03469","줌"
"#03470","정보"
"# 03471", "Restaurer"
"# 03472", "L'inspection de la piscine est terminée."
"# 03473", "Et le verdict est ..."
"# 03474", "Vous avez réussi! Félicitations!"
"# 03475", "Cela conclut le <co=0064FF><0> </co>."
"# 03476", "Bonne chance avec votre parc. Au revoir!"
"# 03477", "Vous pouvez maintenant construire le <1><co=0064FF><0> </co>!"
"# 03478", "Du nouveau stock arrive. J'ai beaucoup de bonnes choses en vente!"
"# 03479", "J'ai <co = 0064FF> produits neufs </co>! Vérifiez-les!"
"# 03480", "J'ai une nouvelle <co = 0064FF> installation </co> en stock!"
"# 03481", "Nouvelle campagne déverrouillée: <1> <co=0064FF><0> </co>!"
"# 03482", "La campagne <1> <co=0064FF><0> </co> est maintenant disponible!"
"# 03483", "<1> <co=0064FF><0> </co> a été ajouté dans la zone locale!"
"# 03484", "<pic = pic_icon_weather2> Il est devenu nuageux."
"# 03485", "<pic = pic_icon_weather3> Il a commencé à pleuvoir."
"# 03486", "<pic = pic_icon_weather5> Il a commencé à neiger."
"# 03487", "Appliqué pour <co=0064FF><0> </co>."
"# 03488", "Payé <0> pour la maintenance."
"# 03489", "Vous avez <pic=pic_icon_money><co=0064FF><0> </co>."
"# 03490", "<co = 0064FF> <0> </co> a été ajouté au menu."
"# 03491", "Nouvelle recette: <pic=pic_icon_recipe><co=0064FF><0> </co>!"
"# 03492", "Vous avez reçu un prix de participation: <co=0064FF><0> </co>!"
"# 03493", "Vous pouvez maintenant <co = 0064FF> déplacer </co> des installations!"
"# 03494", "Vous pouvez maintenant <co = 0064FF> agrandir </co> votre parc!"
"# 03495", "Vous êtes arrivé # <co = 0064FF> <0> </co> dans le classement annuel!"
"# 03496", "Got_Multiple_Items_1"
"# 03497", "Got_Regional_Customer_1"
"# 03498", "Got_Customer_1"
"# 03499", "= MID (# 03497,1, -1) & '2'"
"# 03500", "= MID (# 03498,1, -1) & '2'"
"# 03501", "Got_Wish_1"
"# 03502", "= MID (# 03501,1, -1) & '2'"
"# 03503", "Nouveau de <0>!"
"# 03504", "Le message de <0> a eu un effet!"
"# 03505", "Unité de température"
"# 03506", "℃"
"# 03507", "° F"
"# 03508", "Changer d'unité"
"# 03509", "de la température."
"# 03510", "= # 02602"
"# 03511", "Oh, bien, un client a publié un article sur <0> en ligne!"
, "Je pensais que nous devrions avoir une présence sur les réseaux sociaux, alors j'ai créé un compte pour <0> hier soir."
, "Voyons ce que les gens disent en ligne à propos de <0>."
, "Trouvé! Jetez un oeil!"
"# 03512", "C'est tellement bon pour nous! Les gens qui voient ce message peuvent aussi venir visiter notre parc!"
, "J'ajouterai la personne qui a posté sur <0> à des amis."
, "Voir l'icône de réseau social en haut à droite de l'écran?"
, "Appuyez dessus pour afficher les messages envoyés par nos visiteurs."
"# 03513", "Ouais, c'est le printemps et les jours se réchauffent!"
"# 03514", "Vous pouvez l'utiliser dans une piscine ou dans vos restaurants."
,"C'est ton choix!"
"# 03515", "Bonjour, comment ça va?"
, "Je viens de vous demander si vous souhaitez demander la <co = 0070c0> certification de parc aquatique </co> pour <0>."
, "Je pense que ça vaut le coup d'essayer!"
"# 03516", "<0>? Bien."
, "Mettons-le au menu."
"# 03517", "Il y a un tour en bus de campagne pour <0> demain, et je viendrai avec mes amis!"
, "Voici un petit cadeau, juste pour que cela ne vous dérange pas que notre grand groupe bruyant inonde votre parc, haha!"
"# 03518", "L'année est presque terminée."
, "La Pool Association publie son classement annuel des parcs aquatiques populaires à cette époque."
, "J'ai inscrit <0> dans le classement, puisque bon, on ne sait jamais!"
, "Peut-être que nous arriverons au sommet. Sinon cette fois, alors la suivante!"
"# 03519", "La prochaine fois, nous devons en utiliser davantage."
, "Les résultats du classement annuel des parcs aquatiques sont en ..."
, "Voyons comment <0> a fait dans le classement!"
"# 03520", "Salut. Je travaille à proximité et je viens nager assez souvent dans votre parc."
, "Je vous ai envoyé quelques suggestions sur les installations que vous pourriez ajouter ici. Je pense qu'elles rendraient le parc encore plus amusant!"
"# 03521", "Bonjour! Je suis un habitué de votre parc aquatique."
, "Cela ferait ma journée si vous le construisiez!"
"# 03522", "Bonjour, je suis un grand fan de votre parc aquatique."
, "J'ai cette suggestion pour une piscine ... Vous pourriez peut-être la prendre à bord?"
"# 03523", "Bonjour! Je suis un habitué de votre parc aquatique."
, "J'adore les piscines colorées. Si seulement vous en aviez une comme celle-ci ..."
"# 03524", "Bonjour, je suis l'un des constructeurs qui travaille pour vous ici de temps en temps."
, "Je ne veux pas être pointilleux, mais il y a une chose qui devrait vraiment être au menu du parc."
"# 03525", "Bonjour! Je suis un habitué de votre parc aquatique."
, "Mais je suppose que ce serait bizarre pour vous de vendre des concombres dans un parc aquatique alors à la place, j'aimerais ça s'il vous plaît!"
"# 03526", "J'aimerais mieux votre parc si vous aviez une piscine comme celle-ci ..."
, "Si ce n'est pas trop demander, pouvez-vous en faire un?"
"# 03527", "J'adore les fruits tropicaux. Puis-je avoir ça dans votre parc?"
, "L'aurez-vous jamais disponible?"
"# 03528", "L'eau doit être au moins <0>!"
"# 03529", "Faites-en <0> ou plus!"
"# 03530", "Nécessite une piscine à environ <0>."
"# 03531", "<0> ℃"
"# 03532", "Construisez un pool <pic = pic_icon_poolAttribute2> sur <0>!"
"# 03533", "Ce client souhaite une température d'eau d'au moins <co=0070c0><0> </co>."
"# 03534", "Ce client souhaite que la température de l'eau ne dépasse pas <co=0070c0><0> </co>."
"# 03535", "Température de la piscine <co=0064ff> <0> +"
"# 03536", "= MID (# 03535,1, -1) & '-'"
"# 03537", "SNS"
"# 03538", "Recevoir des données"
"# 03539", "Entrez le code"
"# 03540", "Dernière mise à jour <0> <br> Nous avons trouvé des données associées à votre compte Kairo. <br> Souhaitez-vous restaurer avec ces données?"
"# 03541", "Rechercher l'ami de <br> KairoLand."
"# 03542", "Démo"
"#03544",  "Appuyez sur le bouton + pour accéder au mode curseur. <br> Déplacez le curseur avec le joystick gauche ou les boutons directionnels <br> et appuyez sur A / Y au lieu de toucher l'écran tactile. <br> Appuyez sur appuyez à nouveau sur le bouton + pour quitter ce mode. "
"# 03545", "Veuillez redémarrer le logiciel."
"# 03546", "Bien joué! <br> Vous avez terminé la version de démonstration."
